Time,Error,Angle
13708,-0.8859375,-36.01154
13807,7.284375,-21.34819
13909,8.121094,-10.26194
14004,-0.4921875,-16.60536
14098,-6.939844,-30.15395
14192,0.4921875,-24.76981
14289,12.25547,-1.243557
14387,11.41875,13.09348
14482,-0.04921875,5.239904
14576,-9.597656,-13.9209
14669,-2.165625,-12.03952
14763,14.27344,17.44678
14945,4.725,20.32222
15039,1.476563,19.72508
15133,0.196875,18.89134
15226,1.96875,22.4845
15319,3.248437,27.52157
15412,3.54375,32.23299
15506,1.771875,33.24149
15599,3.15,38.031
15694,1.525781,38.88961
15788,-0.6890625,36.44138
15884,-2.165625,32.61863
15980,-2.3625,29.44753
16076,0.2460938,31.51186
16170,1.427344,34.24414
16265,0.39375,34.10688
16360,-3.691406,26.66651
16456,-5.217188,18.90131
16550,-2.608594,17.33445
16643,2.903906,24.88119
16736,0.7875,24.70687
16830,-6.152344,12.1614
16925,-9.400782,-2.198756
17019,-4.971094,-5.602589
17113,4.232813,6.291537
17206,5.11875,13.82472
17299,-7.973438,-5.130224
17392,-14.91328,-29.2921
17484,-8.908594,-36.69956
17579,8.613281,-13.61217
17680,10.68047,1.946075
17775,-7.727344,-20.17885
17957,-10.38516,-34.66192
18050,-6.201563,-39.6315
18146,3.15,-29.18414
18245,6.3,-18.76324
18340,-1.870313,-26.45927
18433,-11.025,-46.94395
18527,-4.035937,-47.67133
18625,10.13906,-25.30865
18731,10.92656,-10.49014
18828,-2.165625,-21.84084
18921,-10.38516,-41.20269
19014,-0.39375,-35.33318
19114,12.99375,-9.941578
19214,11.27109,3.700596
19310,1.18125,-1.585979
19403,-7.333593,-17.18991
19497,-3.15,-18.73405
19591,12.35391,7.539482
19686,15.11016,29.13828
19779,7.678125,33.84501
19873,-10.68047,7.50843
19970,-11.32031,-8.053274
20063,10.2375,19.72809
20336,5.709375,26.16105
20428,6.890625,35.53789
20522,2.067187,34.83768
20616,0.2460938,33.65332
20712,0.39375,34.13058
20806,0.6890625,35.19153
20901,0.7382813,36.16376
20996,0.5414063,36.71173
21092,-0.39375,35.57378
21188,-1.821094,32.28688
21285,-3.15,27.38647
21381,-3.15,23.37596
21476,-1.870313,21.91095
21569,0.196875,23.65915
21662,-1.96875,19.82863
21757,-4.380468,12.59036
21851,-5.660156,4.499006
21945,-4.183594,0.2039509
22038,0.984375,5.055467
22132,3.642188,11.73644
22225,-0.3445313,8.709301
22318,-10.58203,-11.82117
22410,-11.51719,-27.45393
22503,0.6398437,-18.32238
22599,8.6625,-1.454418
22693,-2.805469,-12.36328
22786,-13.23984,-36.73131
22878,-6.939844,-41.61667
22973,5.90625,-25.29386
23073,7.48125,-14.26208
23169,-3.346875,-25.67775
23263,-12.55078,-48.24971
23356,-3.691406,-47.26381
23453,9.351563,-26.45095
23558,9.794531,-13.29054
23654,-3.248437,-26.06336
23747,-11.32031,-46.49719
23840,-1.132031,-41.34336
23938,12.94453,-15.36981
24041,11.22187,-1.723472
24137,-1.870313,-12.99207
24230,-9.942188,-31.72045
24323,1.476563,-22.45408
24418,14.61797,5.235186
24516,12.6,20.3533
24611,2.559375,16.67715
24705,-11.07422,-7.062506
24799,-6.69375,-13.19469
24892,13.83047,18.50022
25074,4.725,21.65462
25168,4.971094,27.82266
25261,2.559375,29.34608
25356,-0.4921875,26.52659
25450,1.427344,29.4566
25544,2.264062,32.95057
25638,2.707031,36.6903
25733,-0.8367188,33.26255
25828,-2.707031,28.42306
25922,-0.8367188,28.53625
26016,2.510156,34.06224
26111,2.017969,36.43466
26206,-1.821094,31.51084
26301,-4.971094,22.97326
26396,-3.346875,19.72343
26489,0.4921875,23.07411
26582,1.870313,26.58315
26676,-1.575,22.3404
26770,-6.595312,10.50724
26865,-6.939844,1.315769
26958,-0.2953125,5.468166
27051,5.561719,16.83774
27145,1.378125,16.00786
27239,-11.17266,-6.774042
27331,-13.19062,-25.37736
27423,-2.3625,-20.98941
27519,8.71172,-2.003101
27614,2.707031,-2.04279
27707,-13.09219,-29.63241
27800,-13.73203,-48.13911
27893,0.7382813,-37.28889
27994,11.36953,-15.52187
28093,4.971094,-12.93345
28187,-11.96016,-39.79091
28279,-13.19062,-58.07091
28374,2.165625,-44.96075
28472,11.07422,-24.45129
28572,7.875,-16.19051
28666,-3.642188,-28.69602
28760,-10.77891,-47.74482
28854,1.328906,-38.2061
28953,12.94453,-13.91317
29054,11.86172,0.8098459
29149,-1.722656,-10.58741
29243,-10.28672,-30.04703
29336,0.5414063,-22.38281
29431,14.86406,6.376308
29529,12.55078,21.29374
29623,-0.0984375,12.51101
29717,-10.97578,-9.433199
29811,-3.445313,-9.211647
29904,14.32266,21.36818
30086,6.841406,27.69412
30179,0.8367188,24.40117
30272,-1.378125,20.80083
30365,2.116406,25.69899
30458,6.3,36.65229
30551,6.103125,44.38839
30644,0.196875,40.58786
30740,-9.105469,22.56868
30835,-4.380468,19.79257
30928,12.69844,47.60198
31021,8.760937,56.74601
31116,-9.154688,33.10082
31213,-13.43672,12.52396
31312,2.75625,26.38304
31404,6.939844,38.77942
31498,-0.4429688,33.40011
31594,-11.32031,11.55607
31689,-11.86172,-4.233833
31782,4.872656,13.38404
31875,12.50156,35.20915
31969,-4.872656,17.67367
32153,-13.63359,-3.037563
32245,-13.04297,-19.22098
32338,-1.722656,-13.43715
32432,7.432032,2.690544
32526,-1.427344,-4.697404
32619,-14.12578,-31.60092
32711,-11.8125,-45.48267
32805,4.921875,-27.88446
32906,10.48359,-10.37089
33002,-0.5414063,-18.13383
33095,-12.99375,-43.66048
33188,-8.760937,-52.40862
33286,6.398438,-34.23022
33387,10.48359,-17.78832
33485,-0.196875,-24.90456
33579,-9.05625,-42.84357
33672,-2.657813,-42.28951
33770,8.416407,-24.1618
33875,10.28672,-9.59331
33971,0.4429688,-15.47508
34065,-8.514843,-32.83688
34158,-0.8367188,-29.13565
34255,12.30469,-4.542641
34354,13.04297,12.92964
34449,-1.033594,2.157448
34542,-11.12344,-19.41405
34636,-0.39375,-13.13809
34730,15.06094,16.93721
34825,15.20859,36.91781
34919,-1.279687,24.07372
35013,-11.17266,2.438166
35107,-2.3625,4.935113
35200,13.68281,33.48006
35382,3.002344,33.75822
35478,-3.199219,25.31738
35572,-2.264062,22.77979
35665,6.496875,36.99842
35757,8.514843,49.54058
35851,1.427344,46.56023
35948,-11.56641,23.075
36048,-11.17266,8.69907
36141,7.284375,30.56957
36322,4.134375,35.10819
36417,-2.608594,27.21433
36513,-7.530469,14.13244
36608,-4.183594,10.87573
36701,4.380468,22.50574
36794,4.823438,29.32729
36887,-4.134375,18.07109
36981,-12.50156,-3.837223
37075,-10.87734,-16.80904
37168,4.429688,-0.6094036
37262,10.92656,18.29009
37358,-8.564062,-5.261375
37540,-12.40313,-22.70792
37633,-8.908594,-31.57382
37727,2.165625,-21.00946
37822,6.69375,-8.991799
37917,-5.217188,-23.32927
38010,-13.23984,-46.11954
38103,-2.608594,-42.56837
38201,9.154688,-22.7632
38301,7.973438,-12.94597
38396,-5.709375,-29.39706
38489,-13.04297,-51.51977
38582,-3.592969,-49.9174
38680,12.00937,-24.14049
38784,11.66484,-9.009679
38881,-1.919531,-20.42731
38974,-10.38516,-39.98931
39068,1.624219,-30.2275
39166,13.68281,-4.656839
39266,10.13906,6.343344
39361,-3.839063,-8.182919
39455,-6.989062,-19.81275
39549,6.989062,-1.70545
39643,14.71641,22.72673
39739,6.939844,26.58091
39833,-6.201563,9.430363
39928,-4.478907,4.276516
40021,8.6625,24.25142
40114,14.02734,46.22633
40206,2.313281,41.26816
40301,-13.14141,13.72718
40401,-1.96875,17.6324
40494,12.99375,44.85958
40679,-6.496875,30.15495
40777,-2.608594,28.98828
40872,6.496875,43.46195
40966,6.398438,51.88407
41060,-0.984375,45.56809
41159,-11.025,24.83724
41259,-7.973438,16.33682
41352,7.628906,36.69933
41445,3.592969,39.22609
41540,-7.382813,22.45665
41636,-12.45234,2.90041
41731,-1.033594,9.13658
41824,10.53281,30.91566
41917,6.053906,36.05646
42010,-13.87969,4.831867
42194,-10.68047,-7.927279
42287,-5.5125,-11.15171
42380,1.919531,-3.363625
42473,1.328906,-1.687106
42567,-9.646875,-21.28002
42660,-12.20625,-38.90627
42752,-1.230469,-33.02089
42852,9.05625,-14.41597
42949,5.020312,-10.25979
43043,-10.82813,-34.95065
43135,-13.53516,-54.62587
43230,3.346875,-39.06689
43330,11.22187,-19.09488
43428,3.740625,-18.87302
43524,-8.268749,-37.63641
43618,-10.72969,-53.41911
43713,4.921875,-36.80864
43812,12.00937,-16.43049
43911,7.579687,-9.455688
44006,-4.971094,-24.48151
44100,-8.268749,-37.76925
44194,3.592969,-25.36466
44291,14.81484,1.238138
44390,11.17266,13.42175
44484,-3.986719,-2.006111
44578,-7.038281,-13.74305
44671,7.432032,5.252316
44765,14.27344,28.60266
44858,11.41875,41.33097
44954,-9.745312,14.91713
45050,-11.27109,-1.288565
45143,7.579687,21.21865
45324,9.499218,34.34599
45417,7.924219,43.24807
45510,0.8367188,39.30071
45607,-8.908594,21.28689
45702,-1.476563,23.96254
45795,11.61563,47.91605
45887,10.72969,61.45879
45981,-5.11875,44.18966
46078,-12.45234,22.96294
46178,-3.15,24.63979
46273,8.957813,44.58798
46366,5.610937,49.97084
46461,-8.71172,29.2173
46559,-13.92891,7.618675
46655,-4.478907,8.06266
46748,7.579687,26.3745
46841,6.939844,35.30224
46934,-9.203907,12.62387
47119,-10.87734,-2.040692
47212,-8.6625,-11.41731
47305,-1.033594,-7.305315
47398,2.805469,-0.7106729
47490,-1.624219,-5.568923
47583,-12.30469,-28.65441
47676,-11.56641,-43.20688
47770,0.8367188,-33.56861
47870,9.892969,-14.69695
47967,3.494531,-14.06728
48060,-11.46797,-39.0713
48153,-12.30469,-55.87327
48246,-0.8859375,-49.17541
48346,11.36953,-26.36201
