Time,Error,Angle
7807,0.8367188,-40.78303
7903,10.53281,-20.47172
8002,8.514843,-10.60992
8098,-1.525781,-19.33785
8192,-11.12344,-40.4344
8286,-1.673438,-36.59956
8384,11.56641,-12.94967
8485,10.87734,0.8756523
8581,-4.134375,-14.38296
8673,-12.15703,-35.93721
8766,0.4429688,-27.14832
8865,13.33828,-1.337809
8962,11.71406,12.91432
9057,-4.134375,-3.059026
9150,-12.89531,-26.10435
9243,-2.067187,-21.72649
9337,13.43672,6.25712
9433,14.12578,25.23472
9526,-0.3445313,14.97239
9621,-13.53516,-11.77005
9715,-5.463282,-13.87043
9808,13.33828,16.21139
9903,14.37188,35.93242
9996,1.870313,29.82432
10091,-12.30469,4.05228
10187,-10.92656,-9.474649
10282,8.071875,13.66899
10464,9.597656,26.77517
10558,3.592969,27.23037
10653,-3.839063,17.06663
10747,-0.0,19.28364
10840,5.069531,29.31031
10933,5.11875,36.03371
11027,-1.132031,30.39394
11122,-4.823438,21.50054
11217,-2.411719,19.90422
11311,4.478907,30.34438
11404,6.989062,41.20277
11497,0.984375,38.4371
11592,-8.170313,21.754
11690,-8.810156,9.824005
11783,5.5125,26.57307
11965,7.530469,37.13672
12058,6.496875,44.63186
12152,-2.559375,35.16613
12249,-11.71406,13.87955
12344,-2.313281,16.86593
12437,13.3875,44.94991
12531,7.382813,50.94168
12626,-8.760937,28.87234
12724,-12.74766,9.435928
12819,3.986719,25.41937
12912,9.84375,42.65213
13006,0.2953125,36.78922
13101,-12.45234,12.07509
13197,-10.87734,-1.164806
13290,7.579687,21.13528
13384,11.61563,39.4641
13477,1.722656,35.12263
13573,-13.68281,7.148674
13669,-12.55078,-8.610337
13761,3.54375,6.973084
13855,12.50156,29.62065
13949,1.673438,24.75805
14044,-14.81484,-5.508251
14138,-13.48594,-22.37016
14231,3.9375,-5.367937
14326,14.47031,20.81482
14422,4.183594,19.67613
14516,-15.11016,-12.82141
14700,-10.92656,-25.51318
14793,3.888281,-10.40613
14889,10.87734,8.734324
14984,-3.691406,-5.265443
15077,-15.20859,-33.08881
15169,-9.05625,-40.83797
15265,9.253124,-16.66958
15365,12.00937,1.05821
15461,-6.053906,-18.5803
15553,-15.60234,-45.73096
15645,-6.398438,-47.89239
15742,8.859375,-26.19968
15844,11.61563,-9.157026
15941,-3.740625,-23.88313
16033,-13.68281,-48.67234
16126,-6.841406,-53.08635
16224,9.203907,-30.67052
16328,10.82813,-15.34432
16425,-3.100781,-28.46223
16519,-12.84609,-51.93191
16612,-2.214844,-47.97999
16710,8.317968,-30.04829
16810,7.924219,-19.84571
16906,-3.986719,-32.90427
16999,-11.66484,-53.38707
17094,-0.196875,-46.22036
17191,9.154688,-28.04225
17291,7.530469,-19.18588
17387,-4.528125,-33.08759
17481,-11.12344,-52.16321
17574,-0.7875,-46.45497
17676,11.07422,-24.50283
17777,9.597656,-12.86211
17873,-3.248437,-25.59986
17966,-11.46797,-46.31786
18060,-2.165625,-43.13648
18157,10.53281,-21.13913
18261,11.8125,-4.93281
18357,-2.460938,-17.50973
18452,-10.82813,-37.46798
18544,-0.6398437,-31.70993
18642,13.09219,-5.780243
18741,12.00937,9.234446
18836,-4.035937,-6.719302
18929,-12.84609,-29.74538
19022,-3.494531,-28.17883
19117,14.22422,2.106958
19214,14.07656,20.55234
19308,0.4429688,11.90237
19401,-13.28906,-14.95565
19496,-9.794531,-25.59936
19590,11.17266,2.886505
19774,7.678125,11.81526
19869,2.313281,11.00765
19964,-1.082813,7.033795
20058,0.9351563,9.372208
20151,4.429688,17.42446
20244,5.315625,24.88152
20338,-0.2460938,20.78168
20433,-5.463282,10.11235
20528,-1.96875,9.730495
20621,6.250781,23.34944
20715,7.136719,33.34221
20808,1.575,31.57617
20902,-4.971094,20.57652
20999,-4.33125,15.22696
21092,5.217188,28.37403
21185,10.13906,44.94414
21278,3.002344,44.05587
21374,-10.97578,20.47383
21471,-10.68047,6.572445
21565,9.05625,31.40019
21657,15.20859,55.79473
21750,3.445313,52.36956
21846,-12.20625,25.9809
21953,-8.6625,16.52816
22048,6.69375,35.54566
22140,7.136719,45.61318
22234,-3.002344,34.98868
22330,-11.91094,13.5754
22425,-1.624219,18.09832
22518,12.20625,43.36304
22612,6.3,47.93165
22707,-10.28672,23.54055
22805,-11.86172,6.806746
22898,1.919531,18.51899
22992,9.745312,36.86076
23085,3.346875,37.13225
23181,-9.696095,15.93018
23278,-11.91094,-1.124235
23372,3.494531,13.75475
23464,13.28906,37.98569
23557,7.235156,43.4327
23651,-14.12578,10.8292
23836,-5.266406,6.857272
23929,1.919531,14.39405
24022,4.183594,21.59829
24116,-3.740625,11.63619
24210,-12.69844,-10.86452
24304,-10.38516,-22.77504
24398,4.085156,-7.65029
24493,13.14141,15.70805
24590,3.051562,13.31878
24683,-14.86406,-18.17226
24776,-15.40547,-38.82216
24869,-4.183594,-36.38066
24965,14.02734,-6.11937
25064,12.15703,8.799777
25159,-8.367188,-15.77192
25251,-15.50391,-41.27315
25343,-3.346875,-37.43055
25441,10.68047,-14.21014
25541,9.105469,-3.119321
25636,-8.908594,-26.64549
25728,-15.11016,-50.86253
25821,-1.771875,-44.33582
25918,11.71406,-19.94333
26017,7.727344,-12.15046
26112,-7.678125,-32.47054
26205,-12.35391,-52.00009
26299,-0.6890625,-45.17182
26396,9.253124,-26.39161
26495,6.792188,-18.96531
26590,-5.561719,-34.39899
26683,-12.45234,-55.41064
26777,0.196875,-46.82337
26878,9.892969,-27.6187
26977,6.69375,-20.82182
27072,-5.167969,-35.46782
27166,-10.58203,-53.05135
27260,1.476563,-43.26669
27361,10.77891,-23.17621
27458,4.921875,-20.39631
27553,-6.201563,-36.04838
27647,-9.84375,-51.47024
27741,3.691406,-37.89449
27843,11.36953,-18.09525
27942,7.038281,-11.71635
28036,-6.3,-28.84688
28130,-11.22187,-47.0164
28225,3.297656,-33.34279
28323,13.28906,-9.413382
28422,8.564062,-1.256175
28519,-5.807813,-18.29422
28611,-11.51719,-37.4201
28704,-0.1476563,-30.09429
28802,13.23984,-4.046463
28899,12.69844,12.18563
28994,-4.872656,-5.709211
29087,-12.99375,-28.51266
29181,-4.774219,-29.29852
29275,14.76563,2.978214
29370,15.11016,23.15577
29465,0.2953125,13.55213
29559,-13.63359,-13.83124
29653,-9.548437,-23.76923
29748,13.04297,8.200722
29930,13.33828,25.63468
30025,1.771875,20.04446
30121,-9.597656,-0.2057457
30215,0.984375,7.71134
30308,13.14141,33.09435
30400,11.96016,47.93146
30496,-6.939844,26.39799
30590,-15.01172,1.087908
30685,-0.984375,8.801718
30778,14.81484,38.97982
30871,14.61797,58.04264
30965,-6.792188,34.91476
31151,-5.020312,28.67809
31248,2.214844,36.27496
31343,4.380468,43.59612
31439,-6.201563,28.79219
31536,-8.71172,15.69376
31631,6.004687,33.03444
31723,10.08984,49.25443
31817,-0.196875,42.16032
31913,-11.8125,19.0491
32009,-9.253124,8.556885
32102,10.72969,35.90893
32195,12.79688,54.43711
32288,1.230469,48.15511
32384,-13.3875,20.9791
32483,-9.597656,10.70156
32577,8.268749,33.3176
32671,8.121094,44.32605
32765,-2.854688,33.28906
32861,-11.86172,11.76086
32956,-4.282031,11.04374
33049,9.696095,33.2211
33142,9.105469,44.98616
33235,0.590625,39.8508
33329,-15.35625,9.248583
33424,-14.42109,-9.023636
33517,7.235156,15.01649
33610,13.97812,38.28904
33703,1.082813,31.15863
33797,-15.20859,0.1833668
33892,-13.92891,-17.28247
33984,4.725,1.553326
34079,14.42109,27.24578
34173,3.592969,24.96757
34267,-15.11016,-7.421696
34360,-13.97812,-25.17094
34453,-0.9351563,-17.22796
34549,13.14141,9.277802
34646,7.185938,15.05249
34740,-13.43672,-16.29516
34832,-15.45469,-38.18518
34924,-3.54375,-34.55901
35021,13.14141,-6.393555
35122,11.51719,7.815063
35216,-9.154688,-17.83542
35308,-15.25781,-42.31272
35400,-6.004687,-43.76896
35498,10.82813,-18.76723
35599,10.68047,-4.674043
35694,-6.890625,-25.29296
35786,-14.71641,-50.06086
35879,-1.771875,-43.80278
35976,11.07422,-20.75009
36074,7.235156,-13.55069
36169,-6.644531,-31.52955
36262,-13.78125,-54.46689
36355,-0.0984375,-45.55297
36453,10.38516,-25.03803
36552,6.989062,-17.97951
36647,-4.478907,-31.42854
36740,-12.89531,-54.00206
36834,-1.525781,-48.53487
36934,9.745312,-28.50145
37035,8.022655,-19.0064
37130,-4.33125,-32.77979
37224,-11.71406,-53.20021
37318,0.0984375,-45.41814
37414,9.253124,-27.16546
37514,7.0875,-19.21742
37610,-3.100781,-30.09075
37704,-10.87734,-49.57264
37798,0.590625,-41.42026
37898,11.22187,-19.95309
37997,7.579687,-12.29168
38092,-4.380468,-26.039
38187,-9.942188,-42.93079
38281,2.3625,-31.87819
38380,12.64922,-8.73177
38480,7.48125,-2.190461
38575,-6.201563,-19.37086
38668,-10.53281,-36.28316
38762,1.575,-26.21464
38859,13.78125,-0.2331905
38957,11.71406,13.70786
39052,-6.447657,-6.875557
39144,-12.79688,-28.2611
39238,-2.116406,-23.92602
39426,14.12578,-0.1832809
39523,14.76563,19.1535
39618,5.020312,18.87114
39713,-7.185938,0.9965782
39807,-8.6625,-11.52273
39901,4.774219,3.62821
40084,7.924219,15.07088
40179,7.235156,23.76516
40273,0.5414063,19.81898
40367,-4.675781,10.06982
40461,-1.279687,10.49709
40556,6.004687,23.1623
40649,6.841406,32.6912
40743,2.854688,33.59871
40838,-5.463282,20.90864
40935,-5.709375,13.15757
41028,4.823438,26.37031
41121,10.68047,44.34814
41214,7.038281,50.96377
41310,-9.794531,27.21918
41407,-12.69844,8.5639
41502,4.626562,25.91116
41595,13.04297,49.02947
41688,3.346875,47.02734
41784,-11.66484,21.86463
41885,-11.025,7.724902
41979,7.284375,29.49709
42162,3.494531,33.00386
42256,0.5414063,31.60624
42350,-2.411719,26.40219
42447,-3.396094,21.32665
42540,1.771875,27.0248
42634,4.675781,35.15754
42729,2.608594,37.18966
42823,-3.986719,27.5823
42920,-9.253124,12.18942
43014,-2.707031,13.00125
43108,7.678125,30.13026
43201,7.530469,40.03461
43294,-1.279687,32.36512
43388,-14.42109,4.934887
43484,-12.10781,-9.35394
43576,8.121094,14.89001
43670,15.35625,40.1526
43763,-0.3445313,29.31389
43949,-13.09219,7.920961
44045,-13.53516,-9.687752
44139,-1.427344,-3.213041
44233,10.58203,18.90424
44327,4.085156,20.28063
44421,-13.73203,-9.532141
44514,-13.78125,-27.78976
44607,2.017969,-14.39403
44703,12.94453,9.976367
44800,1.870313,5.549407
44893,-14.22422,-23.8087
44986,-13.73203,-41.54507
45080,5.167969,-22.02565
45178,12.35391,-0.908699
45275,1.279687,-6.331543
45367,-13.14141,-33.31083
45460,-11.76328,-47.88993
45555,6.004687,-28.29414
45655,11.46797,-9.566301
45753,0.0984375,-16.69293
45846,-12.40313,-41.43635
45938,-9.499218,-52.0252
46034,4.774219,-36.34802
46135,11.025,-17.84183
46233,1.378125,-22.19477
46327,-11.66484,-46.20479
46420,-9.892969,-58.08567
46516,5.069531,-41.6366
46616,10.43438,-24.36967
46716,1.427344,-28.11431
46810,-5.561719,-40.29638
46904,-4.971094,-46.51294
47000,2.460938,-38.43261
47099,7.0875,-26.2045
47198,2.608594,-25.6497
47293,-6.349218,-39.8857
47388,-5.758594,-47.16928
47485,5.610937,-32.57934
47584,8.317968,-19.86818
47682,0.590625,-24.10811
47777,-8.121094,-40.56727
47870,-4.085156,-43.39512
47969,8.71172,-23.88021
48071,10.13906,-9.687316
48169,-0.4921875,-17.27773
48262,-10.2375,-37.38141
48355,-3.691406,-38.07168
48453,11.12344,-14.08539
48555,11.36953,1.020968
48651,-0.8367188,-8.09789
48744,-12.05859,-31.58826
48838,-3.839063,-31.35146
48933,13.19062,-3.010761
49032,13.33828,14.64979
49126,-0.2953125,5.087641
49219,-12.89531,-20.49244
49313,-8.367188,-28.55754
49407,13.68281,3.871437
49500,15.35625,25.41181
49595,5.90625,26.48967
49689,-13.14141,-3.374725
49784,-11.27109,-17.2306
49877,6.595312,3.543861
50060,10.87734,19.23239
50155,7.0875,25.67677
50250,-2.953125,14.97218
50344,-3.445313,9.780247
50437,6.546094,24.82072
50530,10.43438,41.10022
50623,3.888281,41.67689
50719,-10.48359,18.56718
50817,-12.50156,0.8556519
50909,3.248437,15.7799
51091,12.99375,36.04718
51184,9.942188,46.67635
51278,-2.707031,34.38034
51374,-12.10781,12.23334
51469,-1.279687,17.45369
51561,13.58438,45.27786
51654,7.727344,51.73074
51749,-7.727344,31.31624
51848,-12.20625,12.29173
51943,7.382813,34.42221
52035,10.53281,50.8213
52129,0.984375,45.68611
52225,-11.61563,22.28056
52325,-8.121094,13.75511
52418,9.154688,37.18621
52511,7.333593,46.03544
52605,-1.96875,37.09959
52702,-11.32031,16.22139
52801,-4.725,14.09564
52894,9.05625,35.26929
52987,4.626562,38.7578
53082,-7.628906,20.71193
53179,-11.27109,3.51919
53272,-0.04921875,10.91989
53366,12.64922,36.12418
53458,9.499218,46.55449
53553,-12.15703,16.37722
53738,-7.727344,7.702086
53832,-2.707031,7.841842
53926,2.017969,13.91816
54019,3.789844,20.14934
54113,-4.478907,8.990316
54207,-12.15703,-11.96796
54300,-6.201563,-16.08085
54395,9.400782,6.55928
54490,10.87734,22.0015
54584,-8.268749,-1.46409
54767,-7.136719,-10.51717
54860,-4.282031,-13.9008
54954,0.7875,-9.28222
55047,0.8367188,-7.915738
55140,-3.297656,-14.85128
55233,-5.709375,-23.88195
55326,-2.903906,-25.69795
55420,3.051562,-17.69424
55515,2.559375,-14.50586
55610,-6.742969,-29.32202
55703,-10.2375,-45.01663
55797,0.9351563,-36.40317
55895,9.745312,-17.84208
55995,2.3625,-19.2461
56088,-10.48359,-41.51026
56181,-10.72969,-55.81499
56279,6.546094,-36.17823
56379,10.77891,-19.14867
56477,0.7875,-24.55831
56570,-10.33594,-45.61417
56664,-6.939844,-52.57556
56760,4.429688,-39.25161
56864,9.892969,-22.95123
56963,1.575,-26.13358
57057,-7.924219,-42.96267
57151,-8.317968,-54.1789
57248,6.496875,-36.23934
57349,10.43438,-19.97916
57447,1.673438,-23.48641
57541,-9.84375,-44.05428
57635,-6.644531,-50.79306
57730,4.577344,-37.39519
57833,11.56641,-17.97746
57932,4.872656,-15.89845
58027,-7.284375,-33.66356
58121,-8.514843,-45.81301
58219,7.0875,-26.66206
58318,12.45234,-6.859447
58416,5.807813,-3.709895
58510,-9.548437,-26.40369
58604,-10.97578,-41.96107
58699,6.644531,-21.81756
58795,14.9625,3.392633
58895,9.351563,11.92359
58989,-10.18828,-14.47353
59082,-13.68281,-35.07687
59176,3.888281,-18.42609
59361,13.3875,2.220329
59459,11.86172,16.32648
59554,-0.8367188,6.674897
59649,-9.942188,-12.60871
59743,-1.673438,-9.558616
59837,14.27344,19.63297
59931,14.56875,38.9325
60024,5.561719,39.66373
60119,-13.58438,9.185184
60216,-13.23984,-8.158245
60308,6.447657,13.48928
60491,6.447657,22.11808
60585,4.183594,25.85225
60679,0.590625,23.98145
60774,-2.707031,18.15396
60869,-0.7382813,18.38076
60963,4.774219,28.22292
61056,5.11875,35.16029
61150,-0.2460938,31.21146
61245,-4.528125,22.35855
61340,-2.165625,21.02433
61433,4.380468,31.10134
61526,7.875,43.75862
61620,1.821094,42.09822
61715,-8.613281,23.93311
61813,-10.72969,8.567163
61906,8.022655,31.31757
62089,3.642188,34.79471
62184,-0.3445313,31.57038
62280,-3.100781,25.60453
62375,-2.264062,23.1818
62468,2.460938,29.5662
62562,3.789844,35.47409
62656,0.39375,33.74778
62751,-5.610937,22.43838
62847,-7.235156,11.98549
62940,0.6398437,18.13445
63034,11.36953,40.13042
63127,8.416407,49.21691
63221,-8.760937,26.36056
63408,-4.823438,21.25909
63506,-4.774219,15.39449
63601,-6.152344,6.783992
63695,-3.888281,3.420928
63788,2.854688,11.7356
63882,7.333593,24.38219
63975,-0.0984375,19.4282
64069,-12.55078,-5.275011
64163,-12.84609,-22.23897
64257,3.839063,-6.055542
64351,14.02734,19.28549
64446,5.955469,21.84523
64539,-14.51953,-10.88573
64632,-14.91328,-30.96393
64725,1.870313,-17.10221
64820,12.84609,7.30843
64917,1.230469,1.800098
65010,-14.22422,-27.364
65105,-13.28906,-44.21705
65200,6.004687,-23.48376
65297,13.19062,-1.254736
65396,-0.1476563,-9.81997
65489,-13.87969,-37.3514
65581,-10.04062,-48.02428
65677,7.038281,-27.5826
65776,10.77891,-10.79455
65873,-1.525781,-20.65691
65965,-12.6,-44.71236
66058,-6.989062,-50.18058
66156,7.579687,-30.83582
66258,10.92656,-14.3583
66355,-1.427344,-24.24517
66448,-12.89531,-48.95441
66541,-8.810156,-57.81172
66641,9.450001,-34.00042
66748,10.48359,-19.44855
66846,-2.313281,-30.7651
66939,-10.58203,-50.32719
67033,-3.986719,-51.27692
67134,9.400782,-30.54814
67237,9.745312,-17.51296
67334,-3.592969,-30.92017
67427,-11.51719,-51.45299
67521,-0.196875,-44.40596
67618,9.450001,-25.60666
67718,8.219532,-15.61772
67814,-0.6398437,-22.40484
67908,-10.97578,-43.6881
68001,-3.691406,-43.89154
68100,11.22187,-19.77582
68203,10.97578,-5.482656
68298,-1.96875,-16.70013
68392,-11.86172,-39.00283
68485,-1.919531,-35.09798
68581,11.96016,-10.41295
68681,11.96016,5.254812
68777,-2.805469,-8.139534
68870,-12.55078,-31.36437
68963,-1.919531,-26.98655
69060,14.56875,2.734844
69158,12.94453,18.70695
69253,-6.053906,-1.920254
69346,-13.48594,-24.96015
69440,-1.870313,-19.80577
69625,15.06094,5.471601
69721,13.97812,22.71121
69816,2.805469,18.60385
69911,-8.514843,-0.4060478
70006,-5.266406,-5.427121
70099,9.892969,17.4688
70193,14.56875,39.71178
70286,1.722656,33.27596
70381,-10.77891,10.54889
70479,-7.924219,1.823439
70572,9.400782,25.67986
70756,3.9375,29.10351
70850,-0.3445313,25.61605
70944,0.7382813,27.04373
71038,1.427344,29.33542
71134,0.4921875,29.35407
71229,0.5414063,30.01818
71323,0.8859375,31.36116
71417,0.3445313,31.44193
71512,-0.2953125,30.61073
71607,-0.04921875,30.6821
71701,0.0984375,30.91581
71796,0.196875,31.23738
71891,0.196875,31.48937
71986,0.1476563,31.64093
72080,0.04921875,31.63297
72175,-0.0984375,31.40313
72270,-0.3445313,30.79689
72364,-0.6398437,29.78274
72459,-0.984375,28.30146
72554,-1.378125,26.29171
72649,-0.7382813,25.78574
72744,-1.132031,24.13522
72839,-1.18125,22.60699
72933,1.033594,25.41557
73027,0.5414063,25.87278
73122,-0.39375,24.72782
73216,-0.196875,24.56595
73310,-1.525781,21.75292
73404,-2.559375,17.78096
73499,-2.854688,13.94954
73593,-0.196875,15.50766
73686,2.165625,19.99496
73779,0.8367188,20.26744
73873,-2.707031,14.39029
73968,-6.447657,3.594791
74062,-4.282031,-0.4844561
74156,3.494531,9.376024
74249,4.675781,16.46042
74343,-3.051562,7.385856
74436,-12.6,-15.39926
74529,-8.71172,-24.16846
74624,7.678125,-3.15271
74720,10.53281,12.80954
74814,-6.004687,-5.723881
74907,-15.15937,-31.88981
75001,-6.3,-34.24559
75096,9.597656,-11.01326
75195,10.92656,4.366673
75290,-7.235156,-16.89218
75382,-15.45469,-42.87244
75475,-5.069531,-42.53381
75573,10.38516,-18.84102
75675,9.597656,-6.570087
75770,-7.185938,-27.05406
75862,-13.92891,-50.10292
75955,-2.707031,-46.1503
76051,10.68047,-23.31488
76153,8.957813,-12.53161
76248,-7.432032,-32.99695
76341,-13.92891,-55.79362
76435,-2.116406,-50.74949
76535,10.58203,-28.72144
76636,9.253124,-17.36605
76732,-3.740625,-30.80733
76825,-12.69844,-53.58228
76918,-2.657813,-50.48681
77014,6.841406,-35.11311
77118,9.203907,-21.64621
77216,-1.230469,-29.93032
77311,-9.302343,-47.62659
77404,-2.116406,-45.81216
77502,8.416407,-27.99829
77606,9.696095,-14.55967
77702,-1.427344,-23.73289
77796,-11.36953,-45.42074
77889,-5.857031,-49.54086
77988,10.58203,-25.21259
78089,12.05859,-8.379988
78187,-1.279687,-18.57813
78281,-10.72969,-39.22024
78374,-1.722656,-35.754
78472,11.27109,-12.65889
78574,11.8125,3.112339
78668,-0.0,-4.841145
78761,-12.64922,-30.05004
78854,-8.564062,-38.66336
78951,13.48594,-6.941427
79048,14.91328,13.79912
79144,1.082813,6.000557
79237,-12.00937,-18.81014
79330,-9.302343,-29.34434
79424,13.43672,3.148628
79609,10.72969,16.22431
79703,1.870313,12.45346
79799,-7.875,-4.419907
79893,-4.577344,-8.44287
79987,10.82813,15.90771
80081,14.37188,37.14968
80174,-0.0,27.53832
80269,-11.76328,4.007875
80367,-6.004687,-0.3565073
80460,11.22187,25.74308
80553,15.30703,48.69877
80646,2.805469,43.83878
80740,-13.83047,14.47612
80836,-13.23984,-2.595253
80929,12.20625,30.26473
81024,15.15937,52.58225
81117,3.9375,49.91365
81212,-14.12578,19.38869
81312,-13.83047,1.350533
81405,7.48125,25.56689
81586,8.613281,37.37887
81679,4.33125,39.93465
81773,-0.196875,36.35665
81870,-3.9375,28.66097
81965,-1.132031,28.93895
82060,4.921875,39.33814
82154,2.411719,40.96088
82248,-4.626562,30.28484
82345,-9.745312,14.28195
82439,0.2953125,21.18227
82532,10.68047,42.32549
82625,8.810156,52.65562
82718,-5.069531,36.6413
82815,-14.91328,10.76971
82911,-7.48125,5.86907
83004,9.597656,30.05879
83099,10.77891,45.29506
83191,3.346875,44.46452
83286,-15.30703,12.13237
83382,-15.45469,-8.295719
83474,5.217188,12.47133
83567,14.56875,38.28913
83662,1.771875,32.31188
83756,-15.15937,1.098972
83851,-14.02734,-16.61343
83944,4.675781,2.185238
84038,14.76563,28.58059
84132,3.199219,25.25817
84226,-15.30703,-7.152679
84319,-14.91328,-26.56021
84412,-1.722656,-19.62807
84508,14.66719,10.55145
84605,10.08984,21.00907
84699,-12.15703,-9.629181
84880,-4.971094,-13.84191
84973,-1.525781,-13.20256
85067,0.0984375,-11.75262
85161,-0.984375,-13.62294
85254,-2.510156,-17.86898
85346,-3.592969,-23.19833
85440,-1.230469,-23.16442
85533,0.3445313,-21.52974
85627,-1.279687,-24.15049
85721,-2.165625,-27.55229
85815,-1.870313,-29.74166
85909,-0.0984375,-28.64854
86003,0.4429688,-27.6282
86098,-1.328906,-30.46941
86192,-1.919531,-33.36643
86286,-2.3625,-36.66252
86381,-0.2953125,-35.65271
86478,2.559375,-30.44505
86575,2.165625,-27.8473
86670,-4.035937,-37.11705
86765,-5.266406,-44.86319
86860,0.5414063,-40.28981
86959,6.201563,-28.54358
87059,4.085156,-24.50509
87155,-6.004687,-38.95348
87249,-7.924219,-50.70043
87346,5.315625,-35.28182
87445,9.105469,-20.76687
87543,0.7875,-25.04237
87637,-7.678125,-40.86271
87731,-5.315625,-46.37093
87827,4.774219,-33.52217
87928,10.43438,-16.37792
88028,3.346875,-16.5277
88122,-8.367188,-35.2859
88217,-6.890625,-43.53318
88315,8.859375,-22.02638
88414,12.64922,-2.988514
88511,4.282031,-2.971728
88604,-10.72969,-27.21293
88698,-9.745312,-39.56394
88793,11.46797,-10.81937
88891,14.81484,11.02385
88989,1.279687,3.93128
89082,-11.86172,-20.59664
89176,-9.597656,-31.78854
89270,11.56641,-2.737312
89455,8.317968,7.083537
89550,4.035937,9.172579
89645,-3.15,0.1701584
89740,-2.559375,-3.018876
89834,5.758594,9.890938
89928,9.942188,25.60452
90022,4.232813,27.19588
90117,-9.597656,5.602856
90213,-7.136719,-2.395519
90306,6.890625,16.1145
90399,14.37188,40.04662
90492,3.839063,38.0798
90587,-10.2375,15.18947
90685,-8.071875,5.77869
90777,6.989062,25.01118
90871,12.15703,44.61807
90964,1.673438,39.78862
91060,-10.82813,17.30572
91159,-3.445313,17.16515
91251,10.18828,39.68186
91344,6.053906,45.13266
91438,-4.872656,31.44938
91534,-12.00937,11.05096
91628,1.96875,22.68828
91720,14.175,49.68555
91812,7.924219,55.95211
91907,-10.87734,29.29118
92004,-12.84609,10.90786
92099,5.758594,30.5755
92282,4.282031,35.9064
92377,-0.196875,32.61347
92472,-5.11875,22.63321
92567,-4.921875,16.33787
92660,3.691406,26.91296
92753,7.825781,40.03164
92848,-1.870313,31.35935
92945,-7.875,17.03059
93041,-2.854688,16.49935
93134,6.3,30.89662
93227,1.673438,30.29465
93322,-7.579687,14.32073
93419,-8.613281,2.360645
93512,1.082813,10.34297
93605,9.548437,28.60804
93698,7.432032,36.91986
93792,-11.71406,9.184433
93977,-2.460938,8.939765
94070,-0.2460938,10.37377
94164,0.04921875,10.77733
94258,-0.7875,9.24519
94352,-3.297656,3.356997
94446,-5.11875,-4.416091
94539,-3.100781,-7.001244
94632,1.082813,-2.645248
94726,1.328906,-0.5768211
94819,-4.134375,-9.463864
94912,-8.514843,-23.43781
95005,-3.100781,-23.8224
95100,6.989062,-7.8863
95196,6.250781,-0.0188179
95289,-5.758594,-15.53962
95381,-14.22422,-39.84562
95474,-5.709375,-41.53894
95570,7.530469,-22.79412
95671,9.794531,-8.414866
95766,-4.282031,-23.17282
95858,-13.58438,-47.34452
95951,-5.807813,-49.73089
96048,10.2375,-25.86334
96150,11.36953,-10.12957
96247,-7.136719,-31.27755
96340,-14.22422,-54.93578
96434,0.2953125,-45.0569
96532,9.05625,-27.23455
96630,6.053906,-21.14833
96726,-4.725,-34.49754
96820,-10.97578,-53.08972
