Time,Error,Angle
18377,-11.71406,-38.93347
18473,-10.58203,-40.99309
18572,-8.416407,-42.56992
18669,-7.579687,-44.03838
18770,-4.675781,-44.83554
18869,-2.854688,-45.31108
18969,-1.328906,-45.49916
19071,0.4429688,-45.32438
19172,3.248437,-44.53965
19274,6.201563,-43.15528
19377,8.908594,-41.24125
19482,11.12344,-38.9092
19584,11.025,-36.70091
19685,12.05859,-34.24195
19786,12.55078,-31.70552
19885,12.84609,-29.12068
19984,13.23984,-26.45296
20081,13.68281,-23.69401
20178,14.02734,-20.87043
20275,14.22422,-18.01484
20373,14.22422,-15.16918
20469,14.07656,-12.3609
20564,14.42109,-9.460497
20661,13.73203,-6.745689
20756,13.63359,-4.026193
20852,12.99375,-1.45877
20946,12.55078,1.027453
21042,12.00937,3.401456
21139,10.68047,5.471501
21236,8.908594,7.164647
21336,6.398438,8.321549
21435,3.100781,8.776873
21536,1.18125,8.912998
21635,-3.051562,8.097363
21735,-4.675781,7.071848
21836,-9.105469,5.042788
21939,-11.51719,2.614634
22040,-12.64922,0.02428842
22139,-13.43672,-2.70437
22236,-13.68281,-5.455932
22332,-14.27344,-8.340174
22428,-14.61797,-11.2826
22522,-15.25781,-14.36669
22617,-14.9625,-17.34725
22710,-14.66719,-20.26527
22804,-14.66719,-23.1975
22898,-14.02734,-25.9715
22992,-13.48594,-28.63968
23086,-13.23984,-31.27317
23180,-12.89531,-33.83438
23275,-12.00937,-36.19142
23370,-11.8125,-38.54102
23467,-10.53281,-40.58564
23564,-9.696095,-42.47987
23662,-7.579687,-43.89256
23762,-4.971094,-44.75835
23862,-3.100781,-45.28242
23963,-1.525781,-45.50901
24065,0.39375,-45.33728
24165,3.051562,-44.59702
24267,5.758594,-43.31159
24370,8.6625,-41.43864
24475,10.58203,-39.22738
24576,10.77891,-37.05563
24679,12.05859,-34.5851
24778,12.55078,-32.04781
24878,12.79688,-29.47491
24976,13.14141,-26.82952
25074,13.68281,-24.06613
25171,14.07656,-21.23002
25269,14.27344,-18.36448
25366,13.92891,-15.59429
25463,14.02734,-12.78528
25558,14.12578,-9.955118
25654,13.83047,-7.202979
25749,13.58438,-4.499008
25845,13.19062,-1.881003
25941,12.64922,0.6212616
26036,11.96016,2.97804
26133,11.17266,5.171997
26232,8.317968,6.700387
26331,7.284375,8.098885
26433,3.592969,8.643819
26533,0.5414063,8.599382
26632,-2.411719,7.966215
26732,-5.11875,6.807226
26834,-9.450001,4.710488
26937,-11.51719,2.29809
27039,-13.04297,-0.3877702
27138,-13.43672,-3.099269
27234,-13.83047,-5.885952
27331,-14.175,-8.739099
27426,-14.81484,-11.73423
27521,-15.15937,-14.78551
27615,-14.56875,-17.67181
27709,-14.22422,-20.49762
27803,-14.71641,-23.46355
27897,-14.37188,-26.3228
27991,-13.23984,-28.91407
28085,-12.6,-31.39861
28180,-12.64922,-33.9281
28275,-12.15703,-36.33558
28371,-11.22187,-38.53315
28467,-10.72969,-40.65183
28563,-9.450001,-42.4782
28661,-7.727344,-43.9384
28760,-4.823438,-44.761
28861,-3.346875,-45.35224
28963,-1.476563,-45.55602
29064,0.4921875,-45.36143
29166,2.854688,-44.67611
29269,5.955469,-43.33574
29371,8.613281,-41.48261
29475,11.07422,-39.14859
29577,11.07422,-36.92504
29678,12.00937,-34.47961
29778,12.45234,-31.96542
29878,12.79688,-29.38834
29977,13.23984,-26.71835
30075,13.58438,-23.98356
30171,13.73203,-21.22876
30268,14.175,-18.37202
30366,13.83047,-15.62069
30462,14.02734,-12.80688
30557,13.92891,-10.0252
30654,13.63359,-7.312859
30750,13.28906,-4.672717
30845,13.48594,-1.967335
30940,12.69844,0.5347424
31036,12.20625,2.949183
31132,11.07422,5.108066
31230,9.00703,6.806752
31329,7.333593,8.187599
31429,4.134375,8.861392
31530,1.033594,8.913216
31628,-3.740625,7.930384
31731,-8.071875,6.102072
31833,-10.68047,3.833086
31935,-11.66484,1.445239
32037,-13.19062,-1.266238
32136,-13.68281,-4.031003
32234,-13.97812,-6.842834
32330,-14.22422,-9.70063
32426,-14.51953,-12.61973
32521,-14.66719,-15.56151
32616,-14.175,-18.37303
32711,-13.97812,-21.15739
32805,-14.27344,-24.02568
32900,-13.28906,-26.63628
32994,-12.79688,-29.1681
33089,-12.84609,-31.73759
33183,-12.6,-34.24554
33278,-12.05859,-36.63003
33373,-11.71406,-38.95401
33469,-10.63125,-41.02674
33566,-8.465626,-42.61365
33664,-6.792188,-43.88432
33763,-4.872656,-44.76347
33864,-3.297656,-45.34377
33966,-1.575,-45.57393
34067,0.3445313,-45.41159
34169,3.346875,-44.59893
34272,5.758594,-43.32718
34375,8.6625,-41.45522
34479,10.92656,-39.15888
34581,10.92656,-36.9656
34684,12.20625,-34.46612
34785,12.50156,-31.94784
34884,12.84609,-29.36134
34983,13.28906,-26.68153
35081,13.58438,-23.94892
35178,13.92891,-21.1457
35275,14.27344,-18.27328
35372,14.175,-15.44162
35468,13.92891,-12.66793
35563,14.32266,-9.785212
35659,13.68281,-7.078317
35754,13.58438,-4.368447
35850,13.14141,-1.76222
35945,12.69844,0.754251
36040,11.96016,3.108996
36137,11.27109,5.327219
36235,8.6625,6.93392
36335,6.152344,8.03886
36435,3.100781,8.508432
36536,1.378125,8.694827
36638,-0.8367188,8.420312
36739,-7.924219,6.499315
36840,-9.450001,4.515606
36943,-11.96016,2.003742
37045,-13.23984,-0.7117033
37144,-13.48594,-3.425262
37241,-13.97812,-6.245575
37337,-14.37188,-9.140779
37433,-14.71641,-12.1024
37527,-14.66719,-15.03487
37621,-14.37188,-17.89468
37715,-14.22422,-20.73115
37809,-14.175,-23.56308
37904,-13.19062,-26.15269
37998,-13.14141,-28.77477
38092,-12.79688,-31.31677
38186,-12.74766,-33.86253
38281,-12.10781,-36.25273
38376,-11.32031,-38.47652
38473,-10.58203,-40.5547
38570,-9.00703,-42.27743
38669,-7.776563,-43.76995
38768,-4.971094,-44.62707
38869,-3.15,-45.16434
38971,-1.575,-45.40029
39072,0.3445313,-45.23838
39174,2.805469,-44.55756
39275,5.660156,-43.28706
39377,8.022655,-41.56507
39480,10.63125,-39.31285
39583,12.00937,-36.83919
39684,12.50156,-34.3113
39785,12.35391,-31.84528
39885,12.79688,-29.26555
39983,13.3875,-26.55865
40081,13.58438,-23.83028
40178,13.92891,-21.02722
40274,14.07656,-18.20356
40372,14.12578,-15.37542
40469,14.02734,-12.57442
40564,14.27344,-9.708125
40660,13.68281,-6.999081
40756,13.48594,-4.313469
40851,13.19062,-1.69058
40947,12.69844,0.8242685
41042,12.00937,3.191101
41139,11.12344,5.370927
41238,8.810156,7.021481
41339,6.546094,8.218661
41440,2.657813,8.561882
41540,1.476563,8.789232
41638,-0.5414063,8.580622
41739,-7.727344,6.698068
41840,-9.351563,4.728601
41943,-11.76328,2.260157
42045,-13.19062,-0.451252
42145,-13.58438,-3.191986
42242,-14.02734,-6.02015
42339,-14.32266,-8.900622
42435,-14.66719,-11.85185
42529,-14.91328,-14.84796
42623,-14.32266,-17.68458
42718,-14.22422,-20.52255
42812,-14.61797,-23.46511
42906,-13.68281,-26.15772
43000,-13.33828,-28.80485
43094,-12.69844,-31.31188
43189,-12.64922,-33.83676
43284,-12.00937,-36.20718
43379,-11.76328,-38.54545
43475,-10.63125,-40.61615
43572,-9.105469,-42.36035
43669,-7.776563,-43.84718
43769,-4.725,-44.64443
43871,-3.199219,-45.2042
43972,-1.230469,-45.35411
44073,0.39375,-45.19454
44175,2.75625,-44.53001
44277,5.660156,-43.25645
44379,8.564062,-41.40134
44483,10.68047,-39.16062
44584,11.51719,-36.81156
44686,12.50156,-34.26319
44786,12.64922,-31.72296
44885,12.79688,-29.15591
44984,13.33828,-26.46213
45081,13.78125,-23.68301
45178,13.92891,-20.88847
45275,14.37188,-17.99232
45372,14.12578,-15.17734
45468,14.22422,-12.32858
45563,14.22422,-9.483429
45658,13.83047,-6.736434
45754,13.63359,-4.020752
45849,12.94453,-1.465832
45945,12.6,1.03481
46041,12.00937,3.406796
46137,10.87734,5.52553
46236,8.810156,7.186704
46336,6.546094,8.384661
46436,2.854688,8.774756
46538,1.870313,9.09097
46636,-3.346875,8.173401
46739,-6.152344,6.7974
46841,-9.892969,4.63818
46944,-11.96016,2.140042
47045,-13.23984,-0.5737956
47145,-13.63359,-3.323822
47242,-14.02734,-6.149622
47338,-14.32266,-9.029913
47434,-14.66719,-11.9813
47528,-15.15937,-15.03871
47622,-14.22422,-17.84012
47717,-13.83047,-20.58351
47811,-14.56875,-23.53169
47905,-14.02734,-26.31353
48000,-13.14141,-28.89652
48094,-12.6,-31.38673
48189,-12.69844,-33.92892
48283,-12.10781,-36.32172
48378,-11.56641,-38.60675
48474,-10.92656,-40.75913
